Timestamp,Object,Confidence Score,Frame Read Time,Inference Time,Postprocess Time
2023-12-12 17:44:11,motorcycle,0.387,0.022255,0.08994,0.00385
2023-12-12 17:44:11,truck,0.637,0.023529,0.088049,0.007776
2023-12-12 17:44:11,motorcycle,0.43,0.023529,0.088049,0.007776
2023-12-12 17:44:11,truck,0.637,0.025859,0.093364,0.004512
2023-12-12 17:44:11,motorcycle,0.43,0.025859,0.093364,0.004512
2023-12-12 17:44:11,truck,0.613,0.031992,0.113526,0.006637
2023-12-12 17:44:11,motorcycle,0.363,0.031992,0.113526,0.006637
2023-12-12 17:44:11,truck,0.637,0.042639,0.123651,0.006214
2023-12-12 17:44:11,motorcycle,0.363,0.042639,0.123651,0.006214
2023-12-12 17:44:11,person,0.156,0.042639,0.123651,0.006214
2023-12-12 17:44:11,truck,0.613,0.015523,0.087159,0.001985
2023-12-12 17:44:11,motorcycle,0.43,0.015523,0.087159,0.001985
2023-12-12 17:44:11,person,0.156,0.015523,0.087159,0.001985
2023-12-12 17:44:12,truck,0.637,0.026367,0.103528,0.009429
2023-12-12 17:44:12,motorcycle,0.453,0.026367,0.103528,0.009429
2023-12-12 17:44:12,truck,0.387,0.026367,0.103528,0.009429
2023-12-12 17:44:12,truck,0.637,0.024165,0.095412,0.000855
2023-12-12 17:44:12,motorcycle,0.477,0.024165,0.095412,0.000855
2023-12-12 17:44:12,truck,0.387,0.024165,0.095412,0.000855
2023-12-12 17:44:12,truck,0.32,0.024165,0.095412,0.000855
2023-12-12 17:44:12,truck,0.23,0.024165,0.095412,0.000855
2023-12-12 17:44:12,person,0.168,0.024165,0.095412,0.000855
2023-12-12 17:44:12,person,0.168,0.024165,0.095412,0.000855
2023-12-12 17:44:12,truck,0.637,0.03774,0.093388,0.013887
2023-12-12 17:44:12,motorcycle,0.477,0.03774,0.093388,0.013887
2023-12-12 17:44:12,truck,0.23,0.03774,0.093388,0.013887
2023-12-12 17:44:12,person,0.156,0.03774,0.093388,0.013887
2023-12-12 17:44:12,truck,0.637,0.021112,0.081658,0.038706
2023-12-12 17:44:12,motorcycle,0.477,0.021112,0.081658,0.038706
2023-12-12 17:44:12,truck,0.406,0.021112,0.081658,0.038706
2023-12-12 17:44:12,truck,0.246,0.021112,0.081658,0.038706
2023-12-12 17:44:12,person,0.184,0.021112,0.081658,0.038706
2023-12-12 17:44:12,truck,0.637,0.024284,0.13459,0.016401
2023-12-12 17:44:12,motorcycle,0.523,0.024284,0.13459,0.016401
2023-12-12 17:44:12,truck,0.363,0.024284,0.13459,0.016401
2023-12-12 17:44:12,truck,0.281,0.024284,0.13459,0.016401
2023-12-12 17:44:12,person,0.156,0.024284,0.13459,0.016401
2023-12-12 17:44:12,truck,0.613,0.018905,0.081897,0.006122
2023-12-12 17:44:12,motorcycle,0.523,0.018905,0.081897,0.006122
2023-12-12 17:44:12,truck,0.387,0.018905,0.081897,0.006122
2023-12-12 17:44:12,truck,0.387,0.018905,0.081897,0.006122
2023-12-12 17:44:12,person,0.156,0.018905,0.081897,0.006122
2023-12-12 17:44:12,truck,0.613,0.020025,0.121813,0.007008
2023-12-12 17:44:12,motorcycle,0.547,0.020025,0.121813,0.007008
2023-12-12 17:44:12,truck,0.363,0.020025,0.121813,0.007008
2023-12-12 17:44:12,truck,0.344,0.020025,0.121813,0.007008
2023-12-12 17:44:12,person,0.168,0.020025,0.121813,0.007008
2023-12-12 17:44:12,person,0.156,0.020025,0.121813,0.007008
2023-12-12 17:44:13,truck,0.613,0.022469,0.109371,0.00789
2023-12-12 17:44:13,motorcycle,0.5,0.022469,0.109371,0.00789
2023-12-12 17:44:13,truck,0.363,0.022469,0.109371,0.00789
2023-12-12 17:44:13,truck,0.281,0.022469,0.109371,0.00789
2023-12-12 17:44:13,person,0.156,0.022469,0.109371,0.00789
2023-12-12 17:44:13,person,0.156,0.022469,0.109371,0.00789
2023-12-12 17:44:13,truck,0.637,0.030293,0.131668,0.012006
2023-12-12 17:44:13,motorcycle,0.523,0.030293,0.131668,0.012006
2023-12-12 17:44:13,truck,0.344,0.030293,0.131668,0.012006
2023-12-12 17:44:13,truck,0.246,0.030293,0.131668,0.012006
2023-12-12 17:44:13,person,0.168,0.030293,0.131668,0.012006
2023-12-12 17:44:13,person,0.156,0.030293,0.131668,0.012006
2023-12-12 17:44:13,truck,0.613,0.027253,0.076794,0.001503
2023-12-12 17:44:13,motorcycle,0.5,0.027253,0.076794,0.001503
2023-12-12 17:44:13,truck,0.363,0.027253,0.076794,0.001503
2023-12-12 17:44:13,truck,0.246,0.027253,0.076794,0.001503
2023-12-12 17:44:13,truck,0.613,0.026122,0.107283,0.055715
2023-12-12 17:44:13,motorcycle,0.5,0.026122,0.107283,0.055715
2023-12-12 17:44:13,truck,0.246,0.026122,0.107283,0.055715
2023-12-12 17:44:13,person,0.184,0.026122,0.107283,0.055715
2023-12-12 17:44:13,person,0.156,0.026122,0.107283,0.055715
2023-12-12 17:44:13,person,0.156,0.026122,0.107283,0.055715
2023-12-12 17:44:13,truck,0.613,0.053798,0.141681,0.04966
2023-12-12 17:44:13,motorcycle,0.5,0.053798,0.141681,0.04966
2023-12-12 17:44:13,truck,0.363,0.053798,0.141681,0.04966
2023-12-12 17:44:13,truck,0.301,0.053798,0.141681,0.04966
2023-12-12 17:44:13,truck,0.168,0.053798,0.141681,0.04966
2023-12-12 17:44:13,person,0.156,0.053798,0.141681,0.04966
2023-12-12 17:44:13,truck,0.637,0.036907,0.110851,0.017095
2023-12-12 17:44:13,motorcycle,0.594,0.036907,0.110851,0.017095
2023-12-12 17:44:13,truck,0.363,0.036907,0.110851,0.017095
2023-12-12 17:44:13,truck,0.281,0.036907,0.110851,0.017095
2023-12-12 17:44:13,truck,0.168,0.036907,0.110851,0.017095
2023-12-12 17:44:13,person,0.156,0.036907,0.110851,0.017095
2023-12-12 17:44:14,truck,0.637,0.03126,0.092867,0.013011
2023-12-12 17:44:14,motorcycle,0.547,0.03126,0.092867,0.013011
2023-12-12 17:44:14,truck,0.363,0.03126,0.092867,0.013011
2023-12-12 17:44:14,person,0.168,0.03126,0.092867,0.013011
2023-12-12 17:44:14,truck,0.156,0.03126,0.092867,0.013011
2023-12-12 17:44:14,truck,0.656,0.015784,0.080984,0.008795
2023-12-12 17:44:14,motorcycle,0.547,0.015784,0.080984,0.008795
